CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime,
  10728,  12,               524,             474,              0,
  10781,  13,                32,               0,          10813,
  10816,   6,               260,             210,              0,
  10869,   7,               272,             222,              0,
  10922,   9,               395,             345,              0,
  10975,  10,               123,              73,              0,
  11028,  12,               474,             424,              0,
  11081,  14,                74,              24,              0,
  11134,  16,               467,             417,              0,
  11187,  17,               447,             397,              0,
  11240,  20,                23,               0,          11263,
  11266,  14,                24,               0,          11290,
  11293,  12,               424,             374,              0,
  11346,  16,               417,             367,              0,
  11399,  17,               397,             347,              0,
  11452,  22,               349,             299,              0,
  11505,  23,                96,              46,              0,
  11558,  24,               180,             130,              0,
  11611,  26,               304,             254,              0,
  11664,   1,               431,             381,              0,
  11717,   2,               491,             441,              0,
  11770,   3,               183,             133,              0,
  11823,   5,               479,             429,              0,
  11876,   6,               210,             160,              0,
  11929,   7,               222,             172,              0,
  11982,   9,               345,             295,              0,
  12035,  10,                73,              23,              0,
  12088,  12,               374,             324,              0,
  12141,  16,               367,             317,              0,
  12194,  17,               347,             297,              0,
  12247,  22,               299,             249,              0,
  12300,  23,                46,               0,          12346,
  12349,   1,               381,             331,              0,
  12402,   2,               441,             391,              0,
  12455,   3,               133,              83,              0,
  12508,   5,               429,             379,              0,
  12561,   6,               160,             110,              0,
  12614,   7,               172,             122,              0,
  12667,   9,               295,             245,              0,
  12720,  10,                23,               0,          12743,
  12746,  26,               254,             204,              0,
  12799,   1,               331,             281,              0,
  12852,   2,               391,             341,              0,
  12905,   3,                83,              33,              0,
  12958,   5,               379,             329,              0,
  13011,   6,               110,              60,              0,
  13064,   7,               122,              72,              0,
  13117,   9,               245,             195,              0,
  13170,  12,               324,             274,              0,
  13223,  16,               317,             267,              0,
  13276,  17,               297,             247,              0,
  13329,  22,               249,             199,              0,
  13382,  24,               130,              80,              0,
  13435,  26,               204,             154,              0,
  13488,   1,               281,             231,              0,
  13541,   2,               341,             291,              0,
  13594,   3,                33,               0,          13627,
  13630,  26,               154,             104,              0,
  13683,   1,               231,             181,              0,
  13736,   2,               291,             241,              0,
  13789,   5,               329,             279,              0,
  13842,   6,                60,              10,              0,
  13895,   7,                72,              22,              0,
  13948,   9,               195,             145,              0,
  14001,  12,               274,             224,              0,
  14054,  16,               267,             217,              0,
  14107,  17,               247,             197,              0,
  14160,  22,               199,             149,              0,
  14213,  24,                80,              30,              0,
  14266,  26,               104,              54,              0,
  14319,   1,               181,             131,              0,
  14372,   2,               241,             191,              0,
  14425,   5,               279,             229,              0,
  14478,   6,                10,               0,          14488,
  14491,  12,               224,             174,              0,
  14544,  16,               217,             167,              0,
  14597,  17,               197,             147,              0,
  14650,  22,               149,              99,              0,
  14703,  24,                30,               0,          14733,
  14736,  12,               174,             124,              0,
  14789,  16,               167,             117,              0,
  14842,  17,               147,              97,              0,
  14895,  22,                99,              49,              0,
  14948,  26,                54,               4,              0,
  15001,   1,               131,              81,              0,
  15054,   2,               191,             141,              0,
  15107,   5,               229,             179,              0,
  15160,   7,                22,               0,          15182,
  15185,  17,                97,              47,              0,
  15238,  22,                49,               0,          15287,
  15290,   1,                81,              31,              0,
  15343,   2,               141,              91,              0,
  15396,   5,               179,             129,              0,
  15449,   9,               145,              95,              0,
  15502,  12,               124,              74,              0,
  15555,  16,               117,              67,              0,
  15608,  17,                47,               0,          15655,
  15658,   5,               129,              79,              0,
  15711,   9,                95,              45,              0,
  15764,  12,                74,              24,              0,
  15817,  16,                67,              17,              0,
  15870,  26,                 4,               0,          15874,
  15877,   5,                79,              29,              0,
  15930,   9,                45,               0,          15975,
  15978,   1,                31,               0,          16009,
  16012,  16,                17,               0,          16029,
  16032,   2,                91,              41,              0,
  16085,   5,                29,               0,          16114,
  16117,   2,                41,               0,          16158,
  16158,  12,                24,               0,          16182,
